=== Scheduler Fairness Test with PID Logging ===
# Logical CPUs: 16
# CLK_TCK: 100

# Starting Group A (nice 18)

# Starting Group B (nice 10)

# Starting Group C (nice 5)

# Starting Group D (nice -5)
Running in process mode with 16 groups using 12 file descriptors each (== 192 tasks)
Each sender will pass 90000 messages of 512 bytes
Running in process mode with 16 groups using 12 file descriptors each (== 192 tasks)
Each sender will pass 90000 messages of 512 bytes
Running in process mode with 16 groups using 12 file descriptors each (== 192 tasks)
Each sender will pass 90000 messages of 512 bytes
Running in process mode with 16 groups using 12 file descriptors each (== 192 tasks)
Each sender will pass 90000 messages of 512 bytes
# Total PIDs being logged: 608
timestamp,starttime,pid,nice,utime,stime
Start logging...
1747352200.384832999,127082,7365,10,0,4
1747352200.384832999,127082,7369,10,0,3
1747352200.384832999,127082,7372,10,0,4
1747352200.384832999,127082,7376,10,0,3
1747352200.384832999,127082,7380,10,1,2
1747352200.384832999,127082,7384,10,1,2
1747352200.384832999,127082,7388,10,2,1
1747352200.384832999,127082,7392,10,0,3
1747352200.384832999,127082,7397,10,0,3
1747352200.384832999,127082,7400,10,0,3
1747352200.384832999,127082,7404,10,1,1
1747352200.384832999,127082,7408,10,1,2
1747352200.384832999,127082,7412,10,0,3
1747352200.384832999,127082,7416,10,0,2
1747352200.384832999,127082,7419,10,0,2
1747352200.384832999,127082,7424,10,0,4
1747352200.384832999,127082,7428,10,0,4
1747352200.384832999,127082,7433,10,0,5
1747352200.384832999,127082,7436,10,0,5
1747352200.384832999,127082,7441,10,1,3
1747352200.384832999,127082,7445,10,1,4
1747352200.384832999,127082,7448,10,0,4
1747352200.384832999,127082,7452,10,1,4
1747352200.384832999,127082,7456,10,0,4
1747352200.384832999,127082,7460,10,0,4
1747352200.384832999,127082,7464,10,0,4
1747352200.384832999,127082,7467,10,0,5
1747352200.384832999,127082,7473,10,0,5
1747352200.384832999,127082,7477,10,0,5
1747352200.384832999,127082,7480,10,0,5
1747352200.384832999,127082,7485,10,1,4
1747352200.384832999,127082,7489,10,0,5
1747352200.384832999,127082,7493,10,0,5
1747352200.384832999,127082,7497,10,1,4
1747352200.384832999,127082,7501,10,0,5
1747352200.384832999,127082,7504,10,1,3
1747352200.384832999,127082,7509,10,0,5
1747352200.384832999,127082,7512,10,0,5
1747352200.384832999,127082,7515,10,0,5
1747352200.384832999,127082,7519,10,1,3
1747352200.384832999,127082,7523,10,0,3
1747352200.384832999,127083,7527,10,0,4
1747352200.384832999,127083,7531,10,2,2
1747352200.384832999,127083,7535,10,0,3
1747352200.384832999,127083,7539,10,0,4
1747352200.384832999,127083,7543,10,0,3
1747352200.384832999,127083,7546,10,1,2
1747352200.384832999,127083,7551,10,0,4
1747352200.384832999,127083,7554,10,0,3
1747352200.384832999,127083,7559,10,0,3
1747352200.384832999,127083,7563,10,0,4
1747352200.384832999,127083,7568,10,0,9
1747352200.384832999,127083,7572,10,3,6
1747352200.384832999,127083,7575,10,0,8
1747352200.384832999,127083,7579,10,0,8
1747352200.384832999,127083,7583,10,1,7
1747352200.384832999,127083,7588,10,0,8
1747352200.384832999,127083,7591,10,0,8
1747352200.384832999,127083,7595,10,1,7
1747352200.384832999,127083,7600,10,0,8
1747352200.384832999,127083,7604,10,0,7
1747352200.384832999,127083,7607,10,0,10
1747352200.384832999,127083,7610,10,0,8
1747352200.384832999,127083,7614,10,0,4
1747352200.384832999,127083,7619,10,2,3
1747352200.384832999,127083,7623,10,0,4
1747352200.384832999,127083,7627,10,1,3
1747352200.384832999,127083,7631,10,0,4
1747352200.384832999,127083,7635,10,0,4
1747352200.384832999,127083,7639,10,0,5
1747352200.384832999,127083,7643,10,0,4
1747352200.384832999,127083,7647,10,0,3
1747352200.384832999,127083,7651,10,1,2
1747352200.384832999,127083,7654,10,0,5
1747352200.384832999,127083,7658,10,0,5
1747352200.384832999,127083,7662,10,0,8
1747352200.384832999,127083,7666,10,1,7
1747352200.384832999,127083,7670,10,1,6
1747352200.384832999,127083,7674,10,1,7
1747352200.384832999,127083,7679,10,2,6
1747352200.384832999,127083,7683,10,1,7
1747352200.384832999,127083,7687,10,1,7
1747352200.384832999,127083,7691,10,1,7
1747352200.384832999,127083,7694,10,0,6
1747352200.384832999,127083,7698,10,1,7
1747352200.384832999,127083,7702,10,1,7
1747352200.384832999,127083,7706,10,2,6
1747352200.384832999,127083,7710,10,0,7
1747352200.384832999,127083,7714,10,0,6
1747352200.384832999,127083,7718,10,0,6
1747352200.384832999,127083,7722,10,0,7
1747352200.384832999,127083,7726,10,0,7
1747352200.384832999,127083,7731,10,0,6
1747352200.384832999,127083,7735,10,1,6
1747352200.384832999,127083,7739,10,0,7
1747352200.384832999,127083,7742,10,0,7
1747352200.384832999,127083,7746,10,1,6
1747352200.384832999,127083,7750,10,0,5
1747352200.384832999,127083,7754,10,0,6
1747352200.384832999,127083,7758,10,0,4
1747352200.384832999,127083,7763,10,0,3
1747352200.384832999,127083,7767,10,0,3
1747352200.384832999,127083,7771,10,0,3
1747352200.384832999,127083,7775,10,0,3
1747352200.384832999,127083,7779,10,0,3
1747352200.384832999,127083,7783,10,0,2
1747352200.384832999,127083,7787,10,0,3
1747352200.384832999,127083,7791,10,0,3
1747352200.384832999,127083,7795,10,0,3
1747352200.384832999,127083,7799,10,1,2
1747352200.384832999,127083,7802,10,1,2
1747352200.384832999,127083,7806,10,0,3
1747352200.384832999,127083,7811,10,0,3
1747352200.384832999,127083,7815,10,0,2
1747352200.384832999,127083,7819,10,0,3
1747352200.384832999,127083,7823,10,0,3
1747352200.384832999,127083,7827,10,1,3
1747352200.384832999,127083,7830,10,0,3
1747352200.384832999,127083,7834,10,0,2
1747352200.384832999,127083,7838,10,0,3
1747352200.384832999,127083,7842,10,0,4
1747352200.384832999,127083,7845,10,0,3
1747352200.384832999,127083,7849,10,1,3
1747352200.384832999,127083,7854,10,0,5
1747352200.384832999,127083,7858,10,1,3
1747352200.384832999,127083,7862,10,0,4
1747352200.384832999,127083,7866,10,0,4
1747352200.384832999,127083,7870,10,0,5
1747352200.384832999,127083,7875,10,1,3
1747352200.384832999,127083,7879,10,1,4
1747352200.384832999,127083,7883,10,1,3
1747352200.384832999,127083,7887,10,1,4
1747352200.384832999,127083,7890,10,1,4
1747352200.384832999,127083,7894,10,0,5
1747352200.384832999,127083,7898,10,1,4
1747352200.384832999,127083,7902,10,0,4
1747352200.384832999,127083,7906,10,1,4
1747352200.384832999,127083,7910,10,1,3
1747352200.384832999,127083,7914,10,1,4
1747352200.384832999,127083,7918,10,1,3
1747352200.384832999,127083,7924,10,0,4
1747352200.384832999,127083,7928,10,0,4
1747352200.384832999,127083,7932,10,0,4
1747352200.384832999,127083,7936,10,0,4
1747352200.384832999,127083,7939,10,0,4
1747352200.384832999,127083,7943,10,1,4
1747352200.384832999,127083,7946,10,0,4
1747352200.384832999,127082,7197,5,0,7
1747352200.384832999,127082,7200,5,1,7
1747352200.384832999,127082,7204,5,0,7
1747352200.384832999,127082,7208,5,0,7
1747352200.384832999,127082,7211,5,0,8
1747352200.384832999,127082,7215,5,0,7
1747352200.384832999,127082,7219,5,1,7
1747352200.384832999,127082,7223,5,0,8
1747352200.384832999,127082,7226,5,0,8
1747352200.384832999,127082,7230,5,0,7
1747352200.384832999,127082,7233,5,0,8
1747352200.384832999,127082,7237,5,0,8
1747352200.384832999,127082,7241,5,1,15
1747352200.384832999,127082,7245,5,3,15
1747352200.384832999,127082,7249,5,2,15
1747352200.384832999,127082,7253,5,2,14
1747352200.384832999,127082,7257,5,1,15
1747352200.384832999,127082,7261,5,1,15
1747352200.384832999,127082,7265,5,2,15
1747352200.384832999,127082,7269,5,2,14
1747352200.384832999,127082,7272,5,0,16
1747352200.384832999,127082,7276,5,0,17
1747352200.384832999,127082,7279,5,2,15
1747352200.384832999,127082,7283,5,2,14
1747352200.384832999,127082,7287,5,0,7
1747352200.384832999,127082,7291,5,0,7
1747352200.384832999,127082,7297,5,2,5
1747352200.384832999,127082,7300,5,0,6
1747352200.384832999,127082,7306,5,0,6
1747352200.384832999,127082,7308,5,0,7
1747352200.384832999,127082,7312,5,0,7
1747352200.384832999,127082,7316,5,0,7
1747352200.384832999,127082,7320,5,1,6
1747352200.384832999,127082,7323,5,0,7
1747352200.384832999,127082,7327,5,0,6
1747352200.384832999,127082,7331,5,0,7
1747352200.384832999,127082,7335,5,2,7
1747352200.384832999,127082,7339,5,2,9
1747352200.384832999,127082,7343,5,1,9
1747352200.384832999,127082,7347,5,1,9
1747352200.384832999,127082,7351,5,1,9
1747352200.384832999,127082,7355,5,0,9
1747352200.384832999,127082,7359,5,1,9
1747352200.384832999,127082,7363,5,2,8
1747352200.384832999,127082,7366,5,2,8
1747352200.384832999,127082,7370,5,1,9
1747352200.384832999,127082,7374,5,0,10
1747352200.384832999,127082,7378,5,0,10
1747352200.384832999,127082,7383,5,1,12
1747352200.384832999,127082,7387,5,0,12
1747352200.384832999,127082,7391,5,1,11
1747352200.384832999,127082,7394,5,0,12
1747352200.384832999,127082,7399,5,0,12
1747352200.384832999,127082,7403,5,2,10
1747352200.384832999,127082,7406,5,0,12
1747352200.384832999,127082,7409,5,2,11
1747352200.384832999,127082,7413,5,1,11
1747352200.384832999,127082,7417,5,2,11
1747352200.384832999,127082,7421,5,0,12
1747352200.384832999,127082,7425,5,0,13
1747352200.384832999,127082,7429,5,1,7
1747352200.384832999,127082,7432,5,0,7
1747352200.384832999,127082,7437,5,0,7
1747352200.384832999,127082,7440,5,2,5
1747352200.384832999,127082,7444,5,1,6
1747352200.384832999,127082,7449,5,0,7
1747352200.384832999,127082,7453,5,1,6
1747352200.384832999,127082,7457,5,0,7
1747352200.384832999,127082,7461,5,0,7
1747352200.384832999,127082,7465,5,0,7
1747352200.384832999,127082,7468,5,0,8
1747352200.384832999,127082,7471,5,0,7
1747352200.384832999,127082,7476,5,0,7
1747352200.384832999,127082,7481,5,0,7
1747352200.384832999,127082,7484,5,0,7
1747352200.384832999,127082,7488,5,1,6
1747352200.384832999,127082,7492,5,0,8
1747352200.384832999,127082,7496,5,1,7
1747352200.384832999,127082,7498,5,0,8
1747352200.384832999,127082,7502,5,0,7
1747352200.384832999,127082,7506,5,0,7
1747352200.384832999,127082,7510,5,1,7
1747352200.384832999,127082,7514,5,1,7
1747352200.384832999,127082,7518,5,0,8
1747352200.384832999,127082,7522,5,0,8
1747352200.384832999,127083,7526,5,0,7
1747352200.384832999,127083,7530,5,0,7
1747352200.384832999,127083,7534,5,0,7
1747352200.384832999,127083,7538,5,0,6
1747352200.384832999,127083,7542,5,0,7
1747352200.384832999,127083,7547,5,1,6
1747352200.384832999,127083,7550,5,0,7
1747352200.384832999,127083,7555,5,1,6
1747352200.384832999,127083,7558,5,1,6
1747352200.384832999,127083,7562,5,0,7
1747352200.384832999,127083,7565,5,0,6
1747352200.384832999,127083,7570,5,0,6
1747352200.384832999,127083,7574,5,0,6
1747352200.384832999,127083,7578,5,0,6
1747352200.384832999,127083,7582,5,0,7
1747352200.384832999,127083,7586,5,0,6
1747352200.384832999,127083,7590,5,1,6
1747352200.384832999,127083,7594,5,0,7
1747352200.384832999,127083,7598,5,0,7
1747352200.384832999,127083,7602,5,0,6
1747352200.384832999,127083,7605,5,0,6
1747352200.384832999,127083,7609,5,1,6
1747352200.384832999,127083,7613,5,1,5
1747352200.384832999,127083,7617,5,0,15
1747352200.384832999,127083,7621,5,1,14
1747352200.384832999,127083,7625,5,1,13
1747352200.384832999,127083,7629,5,1,13
1747352200.384832999,127083,7634,5,1,14
1747352200.384832999,127083,7638,5,1,14
1747352200.384832999,127083,7642,5,1,14
1747352200.384832999,127083,7645,5,1,14
1747352200.384832999,127083,7649,5,1,14
1747352200.384832999,127083,7653,5,1,14
1747352200.384832999,127083,7657,5,2,13
1747352200.384832999,127083,7660,5,1,14
1747352200.384832999,127083,7664,5,0,8
1747352200.384832999,127083,7668,5,0,7
1747352200.384832999,127083,7672,5,0,9
1747352200.384832999,127083,7676,5,0,7
1747352200.384832999,127083,7681,5,0,8
1747352200.384832999,127083,7684,5,0,8
1747352200.384832999,127083,7688,5,0,9
1747352200.384832999,127083,7692,5,0,8
1747352200.384832999,127083,7696,5,1,6
1747352200.384832999,127083,7699,5,0,8
1747352200.384832999,127083,7703,5,0,7
1747352200.384832999,127083,7707,5,0,8
1747352200.384832999,127083,7711,5,3,7
1747352200.384832999,127083,7715,5,0,9
1747352200.384832999,127083,7719,5,0,8
1747352200.384832999,127083,7723,5,1,8
1747352200.384832999,127083,7728,5,1,8
1747352200.384832999,127083,7732,5,0,9
1747352200.384832999,127083,7736,5,1,8
1747352200.384832999,127083,7740,5,0,9
1747352200.384832999,127083,7744,5,1,8
1747352200.384832999,127083,7747,5,1,9
1747352200.384832999,127083,7751,5,2,7
1747352200.384832999,127083,7755,5,0,9
1747352200.384832999,127083,7759,5,0,10
1747352200.384832999,127083,7762,5,0,10
1747352200.384832999,127083,7766,5,1,8
1747352200.384832999,127083,7770,5,1,9
1747352200.384832999,127083,7774,5,0,9
1747352200.384832999,127083,7778,5,1,8
1747352200.384832999,127083,7782,5,0,9
1747352200.384832999,127083,7785,5,1,8
1747352200.384832999,127083,7789,5,0,9
1747352200.384832999,127083,7792,5,0,9
1747352200.384832999,127083,7796,5,0,9
1747352200.384832999,127083,7800,5,1,9
1747352200.384832999,127083,7805,5,0,8
1747352200.384832999,127083,7808,5,1,7
1747352200.384832999,127083,7812,5,0,7
1747352200.384832999,127083,7816,5,1,6
1747352200.384832999,127083,7821,5,0,7
1747352200.384832999,127083,7825,5,1,6
1747352200.384832999,127083,7829,5,1,7
1747352200.384832999,127083,7832,5,0,7
1747352200.384832999,127083,7837,5,1,7
1747352200.384832999,127083,7840,5,1,7
1747352200.384832999,127083,7844,5,1,7
1747352200.384832999,127083,7848,5,1,7
1747352200.384832999,127083,7852,5,1,7
1747352200.384832999,127083,7856,5,0,7
1747352200.384832999,127083,7860,5,1,6
1747352200.384832999,127083,7864,5,1,6
1747352200.384832999,127083,7869,5,0,6
1747352200.384832999,127083,7872,5,1,6
1747352200.384832999,127083,7876,5,0,7
1747352200.384832999,127083,7880,5,1,6
1747352200.384832999,127083,7884,5,0,8
1747352200.384832999,127083,7888,5,1,7
1747352200.384832999,127083,7892,5,1,6
1747352200.384832999,127083,7896,5,0,6
1747352200.384832999,127083,7900,5,2,12
1747352200.384832999,127083,7903,5,1,14
1747352200.384832999,127083,7907,5,3,12
1747352200.384832999,127083,7911,5,1,15
1747352200.384832999,127083,7915,5,2,13
1747352200.384832999,127083,7920,5,3,12
1747352200.384832999,127083,7923,5,2,12
1747352200.384832999,127083,7927,5,3,12
1747352200.384832999,127083,7931,5,2,13
1747352200.384832999,127083,7934,5,2,13
1747352200.384832999,127083,7938,5,2,14
1747352200.384832999,127083,7941,5,1,13
1747352200.384832999,127082,7205,-5,12,95
1747352200.384832999,127082,7212,-5,10,96
1747352200.384832999,127082,7216,-5,17,85
1747352200.384832999,127082,7220,-5,14,86
1747352200.384832999,127082,7224,-5,16,93
1747352200.384832999,127082,7228,-5,13,86
1747352200.384832999,127082,7232,-5,11,92
1747352200.384832999,127082,7247,-5,12,92
1747352200.384832999,127082,7402,-5,9,57
1747352200.384832999,127082,7407,-5,12,77
1747352200.384832999,127082,7411,-5,7,67
1747352200.384832999,127082,7415,-5,7,56
1747352200.384832999,127082,7420,-5,6,59
1747352200.384832999,127082,7423,-5,9,77
1747352200.384832999,127082,7427,-5,5,58
1747352200.384832999,127082,7431,-5,8,59
1747352200.384832999,127082,7435,-5,6,59
1747352200.384832999,127082,7439,-5,6,62
1747352200.384832999,127082,7443,-5,8,72
1747352200.384832999,127082,7446,-5,6,59
1747352200.384832999,127082,7500,-5,17,90
1747352200.384832999,127082,7505,-5,14,87
1747352200.384832999,127082,7508,-5,13,93
1747352200.384832999,127082,7513,-5,13,91
1747352200.384832999,127082,7517,-5,17,85
1747352200.384832999,127082,7521,-5,14,86
1747352200.384832999,127082,7525,-5,12,89
1747352200.384832999,127083,7533,-5,13,89
1747352200.384832999,127083,7537,-5,14,90
1747352200.384832999,127083,7540,-5,13,91
1747352200.384832999,127083,7695,-5,19,82
1747352200.384832999,127083,7700,-5,18,78
1747352200.384832999,127083,7705,-5,14,81
1747352200.384832999,127083,7709,-5,16,84
1747352200.384832999,127083,7713,-5,14,85
1747352200.384832999,127083,7716,-5,19,78
1747352200.384832999,127083,7730,-5,15,87
1747352200.384832999,127083,7734,-5,19,83
1747352200.384832999,127083,7743,-5,21,109
1747352200.384832999,127083,7748,-5,19,89
1747352200.384832999,127083,7752,-5,20,96
1747352200.384832999,127083,7757,-5,22,91
1747352200.384832999,127083,7761,-5,20,92
1747352200.384832999,127083,7764,-5,17,97
1747352200.384832999,127083,7784,-5,19,101
1747352200.384832999,127083,7788,-5,19,108
end sample
1747352200.612892945,127082,7190,18,0,4
1747352200.612892945,127082,7191,18,0,3
1747352200.612892945,127082,7193,18,0,3
1747352200.612892945,127082,7195,18,0,3
1747352200.612892945,127082,7198,18,0,3
1747352200.612892945,127082,7201,18,0,3
1747352200.612892945,127082,7203,18,0,3
1747352200.612892945,127082,7207,18,0,2
1747352200.612892945,127082,7210,18,0,3
1747352200.612892945,127082,7214,18,0,3
1747352200.612892945,127082,7218,18,0,3
1747352200.612892945,127082,7222,18,0,3
1747352200.612892945,127082,7227,18,0,4
1747352200.612892945,127082,7231,18,0,4
1747352200.612892945,127082,7235,18,0,4
1747352200.612892945,127082,7239,18,0,4
1747352200.612892945,127082,7244,18,1,3
1747352200.612892945,127082,7248,18,1,3
1747352200.612892945,127082,7252,18,0,3
1747352200.612892945,127082,7255,18,0,4
1747352200.612892945,127082,7259,18,0,4
1747352200.612892945,127082,7263,18,1,3
1747352200.612892945,127082,7267,18,0,3
1747352200.612892945,127082,7271,18,0,5
1747352200.612892945,127082,7275,18,0,1
1747352200.612892945,127082,7280,18,0,1
1747352200.612892945,127082,7284,18,0,1
1747352200.612892945,127082,7288,18,0,2
1747352200.612892945,127082,7293,18,0,2
1747352200.612892945,127082,7296,18,0,1
1747352200.612892945,127082,7301,18,0,2
1747352200.612892945,127082,7303,18,0,2
1747352200.612892945,127082,7192,10,1,7
1747352200.612892945,127082,7194,10,0,8
1747352200.612892945,127082,7196,10,0,8
1747352200.612892945,127082,7199,10,0,8
1747352200.612892945,127082,7202,10,0,8
1747352200.612892945,127082,7206,10,0,8
1747352200.612892945,127082,7209,10,1,8
1747352200.612892945,127082,7213,10,0,8
1747352200.612892945,127082,7217,10,2,6
1747352200.612892945,127082,7221,10,0,7
1747352200.612892945,127082,7225,10,1,8
1747352200.612892945,127082,7229,10,0,9
1747352200.612892945,127082,7234,10,0,10
1747352200.612892945,127082,7238,10,1,10
1747352200.612892945,127082,7242,10,0,10
1747352200.612892945,127082,7246,10,0,10
1747352200.612892945,127082,7250,10,1,9
1747352200.612892945,127082,7254,10,2,8
1747352200.612892945,127082,7258,10,1,9
1747352200.612892945,127082,7262,10,2,7
1747352200.612892945,127082,7266,10,0,9
1747352200.612892945,127082,7270,10,1,8
1747352200.612892945,127082,7274,10,1,11
1747352200.612892945,127082,7277,10,1,9
1747352200.612892945,127082,7281,10,1,9
1747352200.612892945,127082,7286,10,0,9
1747352200.612892945,127082,7290,10,0,9
1747352200.612892945,127082,7294,10,1,9
1747352200.612892945,127082,7298,10,2,9
1747352200.612892945,127082,7302,10,1,9
1747352200.612892945,127082,7304,10,0,9
1747352200.612892945,127082,7309,10,0,9
1747352200.612892945,127082,7313,10,1,8
1747352200.612892945,127082,7317,10,0,10
1747352200.612892945,127082,7321,10,1,9
1747352200.612892945,127082,7325,10,1,9
1747352200.612892945,127082,7329,10,0,4
1747352200.612892945,127082,7333,10,0,4
1747352200.612892945,127082,7338,10,1,3
1747352200.612892945,127082,7342,10,1,4
1747352200.612892945,127082,7345,10,0,4
1747352200.612892945,127082,7350,10,1,3
1747352200.612892945,127082,7353,10,0,3
1747352200.612892945,127082,7357,10,0,4
1747352200.612892945,127082,7361,10,0,4
1747352200.612892945,127082,7365,10,0,5
1747352200.612892945,127082,7369,10,0,3
1747352200.612892945,127082,7372,10,0,5
1747352200.612892945,127082,7376,10,0,3
1747352200.612892945,127082,7380,10,1,2
1747352200.612892945,127082,7384,10,1,2
1747352200.612892945,127082,7388,10,2,1
1747352200.612892945,127082,7392,10,0,3
1747352200.612892945,127082,7397,10,0,3
1747352200.612892945,127082,7400,10,0,3
1747352200.612892945,127082,7404,10,1,1
1747352200.612892945,127082,7408,10,1,2
1747352200.612892945,127082,7412,10,0,3
1747352200.612892945,127082,7416,10,0,3
1747352200.612892945,127082,7419,10,0,3
1747352200.612892945,127082,7424,10,0,5
1747352200.612892945,127082,7428,10,0,5
1747352200.612892945,127082,7433,10,0,5
1747352200.612892945,127082,7436,10,0,5
